기업명,dart_corp_code,crno,연도,설립일,업종코드,주소,연구개발비,유형자산_당기,유형자산_전기,종업원_합계,정규직_수,계약직_수,자산,부채,자본,CAPEX,매출액,영업이익,당기순이익
(주) 디이에스,01824355,1101110939951.0,2020,20080904,29271,,0,,,0,0,0,,,,,,,
(주) 아이에스티,00592875,1101110921323.0,2020,19990901,72129,,0,,,0,0,0,,,,,,,
(주) 아인스시스템,00872902,1101111631070.0,2020,19990108,46510,,0,,,0,0,0,,,,,,,
(주) 에스 이 티,01016035,,2020,20010926,63112,,0,,,0,0,0,,,,,,,
(주) 에스제이케이,00366793,1101111259484.0,2020,19950209,467,,0,,,0,0,0,55342769953,42063071979,13279697974,113667425,4124848200,-5488223417,-10923131398
(주) 코미코,00997812,1211110309956.0,2020,20130813,29271,,0,,,559,559,0,315096092801,145592857786,169503235015,27807318087,200828350060,35580989385,23314453239
(주) 포톤,01047707,1101111724271.0,2020,20141023,262,,0,,,39,39,0,101142229052,63490930054,37651298998,26193023047,91793146691,-4318361567,-16895381096
(주)경인양행,00102113,1101112148131.0,2020,19771014,20132,,0,,,616,595,21,505102150581,276720395053,228381755528,41955581734,329312078179,3369846654,-7581553453
(주)광성테크,01416536,1201110449323.0,2020,20170817,25922,,0,,,0,0,0,,,,,,,
(주)구비테크,01154706,1648110088331.0,2020,20110701,26519,,0,,,0,0,0,,,,,,,
(주)그린테크놀로지,00817613,1101112481242.0,2020,20031208,2611,,0,,,0,0,0,,,,,,,
(주)글로벌엔지니어링,01560138,1101114335398.0,2020,20010206,27216,,0,,,0,0,0,,,,,,,
(주)금륜,01296084,1101111971012.0,2020,20100810,38,,0,,,0,0,0,,,,,,,
(주)기연,00843496,1101110126816.0,2020,20070322,28303,,0,,,0,0,0,,,,,,,
(주)나노에이스,01017496,1615110088827.0,2020,20070425,26,,0,,,0,0,0,,,,,,,
(주)나노엑스,01599176,1345110479649.0,2020,20171226,29272,,0,,,0,0,0,,,,,,,
(주)나노테크,01071494,1101112721911.0,2020,19990901,25911,,0,,,0,0,0,,,,,,,
(주)나노텍,00631271,1101110560410.0,2020,20020827,28902,,0,,,0,0,0,,,,,,,
(주)나인텍,01301492,1101111419343.0,2020,20000724,25924,,0,,,0,0,0,,,,,,,
(주)남원정공,01628380,1355110282900.0,2020,20150701,29271,,0,,,0,0,0,,,,,,,
(주)네올,00472951,1101110719108.0,2020,19900920,59141,,0,,,0,0,0,,,,,,,
(주)네패스,00227333,1101111474389.0,2020,19901227,261,,0,,,583,569,14,801694287852,541088884320,260605403532,6218124921,343559677401,-3566837922,-62661070422
(주)넥사,01956733,1101113867821.0,2020,20250901,68224,,0,,,0,0,0,,,,,,,
(주)넥스틴,01080252,1344110044981.0,2020,20100623,29271,,0,,,46,0,0,54259282642,8371606856,45887675786,2524341798,49445117659,18099074344,14712171660
(주)뉴파워프라즈마,00521390,1101111784952.0,2020,19991007,29271,,0,,,306,306,0,476930042307,275242356094,201687686213,46037526777,108798640957,10912037251,30343389957
(주)다산,00637956,1101110174914.0,2020,20041231,29172,,0,,,0,0,0,,,,,,,
(주)대성하이텍,01160859,1211110163336.0,2020,20071101,22299,,0,,,0,0,0,,,,,,,
(주)대신테크,01073191,1101111217581.0,2020,20040923,30,,0,,,0,0,0,,,,,,,
(주)대영테크,00453169,1101110774855.0,2020,19970610,46492,,0,,,0,0,0,,,,,,,
(주)대원에프엔씨,00579953,1101112183236.0,2020,20010302,29271,,0,,,0,0,0,,,,,,,
(주)도우인시스,01380578,1501110134952.0,2020,20100325,26211,,0,,,0,0,0,,,,,,,
(주)동원파츠,00784184,1101111420746.0,2020,19970615,29271,,0,,,0,0,0,,,,,,,
(주)동원하이텍,00968528,1201110625858.0,2020,20120905,2629,,0,,,0,0,0,,,,,,,
(주)동진쎄미켐,00118804,1201110003848.0,2020,19730710,20129,,0,,,1161,1145,16,960791826390,522783551618,438008274772,59944436444,937800799678,126257657451,85257903462
(주)두원테크,00366535,1101111644403.0,2020,19980207,28519,,0,,,0,0,0,,,,,,,
(주)드림솔,01808375,1101111349178.0,2020,20081126,29271,,0,,,0,0,0,,,,,,,
(주)디바이스,00624509,1101110656970.0,2020,20021001,29271,,0,,,156,152,4,,,,,,,
(주)디스텍,01552777,1101111154957.0,2020,20080808,2629,,0,,,0,0,0,,,,,,,
(주)디에프텍,00505046,1101112564866.0,2020,20020710,33999,,0,,,0,0,0,,,,,,,
(주)라온테크,01463668,1101111257339.0,2020,20160225,25924,,0,,,0,0,0,,,,,,,
(주)라온텍,00965512,1101114285684.0,2020,20091013,262,,0,,,0,0,0,,,,,,,
(주)랩터,01950410,1101112255754.0,2020,20220603,64999,,0,,,0,0,0,,,,,,,
(주)루켄테크놀러지스,00886792,1348110145822.0,2020,20071002,289,,0,,,92,89,0,,,,,,,
(주)리더스앤글로벌,01923656,1348110262288.0,2020,20130129,29271,,0,,,0,0,0,,,,,,,
(주)리빙케어,01834653,1101114973601.0,2020,20090101,28909,,0,,,0,0,0,,,,,,,
(주)린텍,01652873,1101110159437.0,2020,20100607,26129,,0,,,0,0,0,,,,,,,
(주)메티스,00607274,1101111860918.0,2020,19990723,29271,,0,,,0,0,0,,,,,,,
(주)무진산업,01376432,1158110001605.0,2020,20130703,29291,,0,,,0,0,0,,,,,,,
(주)바맥스,00621104,1101112485450.0,2020,19960724,2612,,0,,,0,0,0,,,,,,,
(주)바코솔루션,01832804,1348110387713.0,2020,20161108,29271,,0,,,0,0,0,,,,,,,
(주)밸류엔지니어링,01350489,1101111671133.0,2020,19990401,29271,,0,,,0,0,0,,,,,,,
(주)보부하이테크,00611268,1101111019987.0,2020,19940317,29271,,0,,,0,0,0,,,,,,,
(주)브이에스아이,00976235,1355110266772.0,2020,19991220,292,,0,,,0,0,0,,,,,,,
(주)비츠로셀,00154718,1101110548771.0,2020,19871031,28201,,0,79237683555,83744746678,356,353,3,188283778513,32439065970,155844712543,-4507063123,113179916874,18157419132,14129260569
(주)상아프론테크,00181299,1201110038209.0,2020,19860321,222,,0,,,519,488,31,283345311095,133328732305,150016578790,14614215496,153347406708,7384122267,2319886782
(주)선익시스템,00327819,1101110700555.0,2020,19900524,292,,0,,,162,159,3,107497210758,16862970556,90634240202,5386718733,65640857994,3677986506,2316576950
(주)성우,00132974,1101110029680.0,2020,19810407,13213,,0,,,0,0,0,,,,,,,
(주)세다,00621502,1101110032469.0,2020,20000306,42,,0,,,0,0,0,,,,,,,
(주)세미즈,01450187,1358110159971.0,2020,20081124,29271,,0,,,0,0,0,,,,,,,
(주)세코닉스,00351630,1158110006449.0,2020,19881224,273,,0,,,920,847,73,340722820365,259036048250,81686772115,26478300036,370307309438,-17636874937,-32179643550
(주)셀코스,01024308,1101114587395.0,2020,20070115,29272,,0,,,0,0,0,,,,,,,
(주)셈텍,01212578,1101117870630.0,2020,20001107,292,,0,,,0,0,0,,,,,,,
(주)솔리더스,00546308,1101112243535.0,2020,20010521,68122,,0,,,0,0,0,,,,,,,
(주)스카,00446071,1101110034176.0,2020,19991220,55101,,0,,,0,0,0,,,,,,,
(주)시트라,01828698,1101111067944.0,2020,20200201,31322,,0,,,0,0,0,,,,,,,
(주)신안시스템,01409776,1201110340290.0,2020,20110101,29271,,0,,,0,0,0,,,,,,,
(주)신일테크,01297320,1101114198035.0,2020,20170808,68112,,0,,,0,0,0,,,,,,,
(주)싸이맥스,00659161,1311110153525.0,2020,20051202,29271,,0,,,200,199,1,190560458939,60925532000,129634926939,1345887293,172938448248,22986649965,22994085063
(주)쎄미하우,00655174,1211110098608.0,2020,20020712,2612,,0,,,0,0,0,,,,,,,
(주)쎌텍,01828795,1101111884728.0,2020,20160429,26224,,0,,,0,0,0,,,,,,,
(주)쏘닉스,00561723,1341110078407.0,2020,20001024,26129,,0,,,0,0,0,,,,,,,
(주)씨앤아이테크놀로지,01174922,1341110234017.0,2020,20100321,29271,,0,,,0,0,0,,,,,,,
(주)씨에스케이,00594299,1101111622524.0,2020,19970725,29271,,0,,,0,0,0,,,,,,,
(주)씨에스피,00451879,1101111631575.0,2020,19980512,13211,,0,,,0,0,0,,,,,,,
(주)씨엠티엑스,01529982,2841110111983.0,2020,20130118,26299,,0,,,0,0,0,,,,,,,
(주)씨티에스,01225633,1101110174815.0,2020,20030605,29272,,0,,,0,0,0,,,,,,,
(주)아론,00818010,1101110917819.0,2020,20000711,29271,,0,,,0,0,0,,,,,,,
(주)아센디아,01011386,1345110118859.0,2020,20071017,29271,,0,,,0,0,0,,,,,,,
(주)아이비스,01745191,1101110949416.0,2020,20100222,58221,,0,,,0,0,0,,,,,,,
(주)아이엔에스,00415725,1101110175467.0,2020,19990920,58221,,0,,,0,0,0,,,,,,,
(주)아이컴포넌트,00407285,1301110060490.0,2020,20000512,26211,,0,,,87,87,0,,,,,,,
(주)알파플러스,01130566,1101113235375.0,2020,20000510,29272,,0,,,0,0,0,,,,,,,
(주)애플티,01376025,1311110119204.0,2020,20040626,29271,,0,,,0,0,0,,,,,,,
(주)앤피에스,01471870,1101112244575.0,2020,20180501,26299,,0,,,0,0,0,,,,,,,
(주)에스아이,00247665,1101110088420.0,2020,19840516,68112,,0,,,0,0,0,,,,,,,
(주)에스앤에스텍,00411048,1101115817402.0,2020,20010222,2629,,0,,,214,214,0,185990770110,21522470384,164468299726,18129778429,87374363277,11036484319,10996462169
(주)에스에스피,00859053,1101111503451.0,2020,19960620,29271,,0,,,0,0,0,,,,,,,
(주)에스에이엠,00416432,1101110707674.0,2020,20000515,68112,,0,,,0,0,0,,,,,,,
(주)에스엔에프,00968847,1101110506216.0,2020,20060501,3399,,0,,,0,0,0,,,,,,,
(주)에스엠랩,01475274,2301110296432.0,2020,20180706,28202,,0,,,0,0,0,,,,,,,
(주)에스엠아이,00511959,1101110651904.0,2020,19890928,46741,,0,,,0,0,0,,,,,,,
(주)에스엠티,00960119,1101110838461.0,2020,20030701,4791,,0,,,0,0,0,,,,,,,
(주)에스와이텍,01412770,1101113267500.0,2020,20181204,29299,,0,,,0,0,0,,,,,,,
(주)에스이아이,00281739,1101111743990.0,2020,19990729,64201,,0,,,0,0,0,,,,,,,
(주)에스피반도체통신,00263168,1211110066499.0,2020,19990330,2612,,0,,,320,293,27,,,,,,,
(주)에이씨에스,00489924,1101111583536.0,2020,20031213,30,,0,,,0,0,0,,,,,,,
(주)에이알케이,01382965,1101112046369.0,2020,20170901,71531,,0,,,0,0,0,,,,,,,
(주)에이앤아이,00611310,1101111183021.0,2020,20000131,29271,,0,,,0,0,0,,,,,,,
(주)에이엠에스티,00552628,1101111604043.0,2020,19981105,2612,,0,,,0,0,0,,,,,,,
(주)에이치앤이루자,00975546,1601110225361.0,2020,20070525,29272,,0,,,0,0,0,,,,,,,
(주)에이치에스테크놀로지,01279838,1101110162802.0,2020,20110610,261,,0,,,0,0,0,,,,,,,
(주)에이티에스,01402287,1101110514441.0,2020,20161117,28202,,0,,,0,0,0,,,,,,,
(주)에코앤드림,00619640,1101113085598.0,2020,20040916,204,,0,,,68,68,0,,,,,,,
(주)에코파워팩,01860755,1101116241725.0,2020,20161129,28202,,0,,,0,0,0,,,,,,,
(주)에프에스티,00223434,1101110546006.0,2020,19870929,2629,,0,,,498,479,19,224226234384,90350678850,133875555534,27926092960,166157842718,24841770839,18687189166
(주)에프테크놀로지,00584274,1101111957195.0,2020,20040726,26211,,0,,,0,0,0,,,,,,,
(주)엑시콘,00611736,1311110058402.0,2020,20010308,29271,,0,,,142,142,0,117616275342,19471282679,98144992663,2134359481,67418497400,8254965351,12150142715
(주)엔씨켐,00863533,1101114636639.0,2020,20080306,20499,,0,,,0,0,0,,,,,,,
(주)엔지온,00962269,1244110089476.0,2020,20030801,2612,,0,,,0,0,0,,,,,,,
(주)엔켐,01011526,1101111722803.0,2020,20120216,20119,,0,,,0,0,0,,,,,,,
(주)엔티에스,01461262,1101110800254.0,2020,20120327,72129,,0,,,0,0,0,,,,,,,
(주)엘앤에프,00398701,1101110665608.0,2020,20000727,28202,,0,,,651,651,0,466217399194,268611553374,197605845820,54121655778,356105956054,1470005055,-15018130143
(주)엘에이티,01361245,1201110376633.0,2020,20170919,29272,,0,,,58,58,0,,,,,,,
(주)엘케이엔지니어링,01284441,1311110326700.0,2020,20110303,29271,,0,,,0,0,0,,,,,,,
(주)엘콤,01208973,1101111172793.0,2020,20070201,28202,,0,,,0,0,0,,,,,,,
(주)엠에스텍,01156661,1101111507560.0,2020,19991101,27214,,0,,,0,0,0,,,,,,,
(주)엠엑스앤,01230219,1358110210848.0,2020,20120326,29271,,0,,,0,0,0,,,,,,,
(주)엠케이테크,01736829,1101111889695.0,2020,20010522,29293,,0,,,0,0,0,,,,,,,
(주)엠플러스,00784713,1101110663769.0,2020,20071004,46522,,0,,,0,0,0,,,,,,,
(주)영상테크,01652518,1101112190819.0,2020,20010312,42321,,0,,,0,0,0,,,,,,,
(주)예리코코리아,01817498,1311110239903.0,2020,20090923,29271,,0,,,0,0,0,,,,,,,
(주)예스히팅테크닉스,01545865,1313110095096.0,2020,20100113,29271,,0,,,0,0,0,,,,,,,
(주)예승이엔지,01636097,1314110249485.0,2020,20101101,29271,,0,,,0,0,0,,,,,,,
(주)온새미로,01247422,1101113469130.0,2020,20120110,17105,,0,,,0,0,0,,,,,,,
(주)와이에이치이코퍼레이션,01516438,1244110268020.0,2020,20200601,29271,,0,,,0,0,0,,,,,,,
(주)와이컴,01285884,1101112140905.0,2020,20070829,26129,,0,,,0,0,0,,,,,,,
(주)울텍,00469513,1101112078388.0,2020,20001110,46413,,0,,,0,0,0,,,,,,,
(주)원익피앤이,00785475,1342110063894.0,2020,20040316,281,,0,,,263,253,10,207157693209,102017980545,105139712664,11675608186,127691037353,20622864070,18673866204
(주)웨이브피아,01834149,1101113182378.0,2020,20140917,26129,,0,,,0,0,0,,,,,,,
(주)위드텍,01327454,1101112788630.0,2020,20110101,30331,,0,,,0,0,0,,,,,,,
(주)위지트,00258360,1101111373755.0,2020,19970204,29272,,0,24308374241,25467471127,127,127,0,115405094405,24202641318,91202453087,-1159096886,30057413446,-1419923457,7788439844
(주)윌비에스엔티,00622990,1243110027098.0,2020,19870103,22249,,0,,,0,0,0,,,,,,,
(주)유니젯,01634309,1101114269745.0,2020,20020919,29272,,0,,,0,0,0,,,,,,,
(주)유에스티,00390620,1101111338999.0,2020,19971013,26,,0,,,0,0,0,,,,,,,
(주)유진테크,00531014,1101114496794.0,2020,20000105,29271,,0,,,235,235,0,293959661022,44957125250,249002535772,15905972298,202591825421,22286444623,9856634287
(주)은일,00534844,1101111908106.0,2020,19941104,292,,0,,,0,0,0,,,,,,,
(주)이노맥스,00926984,1101115065150.0,2020,20050805,29271,,0,,,0,0,0,,,,,,,
(주)이노하이텍,00656544,1211110254812.0,2020,20030114,2629,,0,,,0,0,0,,,,,,,
(주)이솔루션,00967635,1101110718887.0,2020,20061123,22299,,0,,,0,0,0,,,,,,,
(주)이엔에프테크놀로지,00530185,1101111957195.0,2020,20000501,2049,,0,,,533,481,52,463470436782,148988519052,314481917730,85639768395,486607222656,68167276315,47431531418
(주)이엠앤아이,00475718,1101114895350.0,2020,19990930,201,,692088263,2744933240,959916118,31,0,0,17736893744,12245040392,5491853352,1785017122,10176204938,-2512133246,-3648744703
(주)정수이앤씨,01220586,1615110097430.0,2020,20080401,29271,,0,,,0,0,0,,,,,,,
(주)제우스,00442570,1101110338792.0,2020,19881212,29271,,0,,,621,603,18,442573138744,200471945939,242101192805,51887151893,360024802929,18208700603,18142819602
(주)제이디아이,01953231,1101112402652.0,2020,20240418,68112,,0,,,0,0,0,,,,,,,
(주)제이솔루션,01401385,1101112324468.0,2020,20090804,29271,,0,,,0,0,0,,,,,,,
(주)제이에스티,01372995,1101110569074.0,2020,20090105,29271,,0,,,0,0,0,,,,,,,
(주)제이오션,01304143,1101114595900.0,2020,20171017,68121,,0,,,0,0,0,,,,,,,
(주)제이이티,01823329,1101111817654.0,2020,20150827,71511,,0,,,0,0,0,,,,,,,
(주)제이지,00679721,1101111272634.0,2020,20080520,64999,,0,,,0,0,0,,,,,,,
(주)제일하이텍,01213160,1246110289014.0,2020,20020611,20202,,0,,,0,0,0,,,,,,,
(주)준테크,01142978,1101111693814.0,2020,20071119,29172,,0,,,0,0,0,,,,,,,
(주)지앤비에스 에코,00958327,1348110105579.0,2020,20050404,29271,,0,,,0,0,0,,,,,,,
(주)지에스엠,01060887,1101110734651.0,2020,20080305,07121,,0,,,0,0,0,,,,,,,
(주)진솔루션,01837100,1101111196496.0,2020,20090811,29271,,0,,,0,0,0,,,,,,,
(주)케이엔제이,00769158,1101110883713.0,2020,20050428,261,,0,,,130,130,0,72664630375,50767961582,21896668793,4469558765,,2595374904,-4970697099
(주)케이제이,01147308,1101110561773.0,2020,20150415,68122,,0,,,0,0,0,,,,,,,
(주)코스텍시스,00332839,1101111361859.0,2020,19970108,2612,,0,,,0,0,0,,,,,,,
(주)코윈디에스티,00815934,1201110382531.0,2020,20050830,29272,,0,,,0,0,0,,,,,,,
(주)큐에스아이,00411446,1101116641149.0,2020,20000707,2612,,0,,,130,130,0,74496941782,19865449974,54631491808,8023661059,23003429960,430911832,135835672
(주)큐엠씨,00816696,1101110953582.0,2020,20030729,2927,,0,,,100,100,0,,,,,,,
(주)탑텍,01152319,1101111540750.0,2020,20000309,25112,,0,,,0,0,0,,,,,,,
(주)태산에프에이,01371190,1355110258745.0,2020,20131128,29272,,0,,,0,0,0,,,,,,,
(주)테스,00837477,1101110542004.0,2020,19980409,4643,,0,,,0,0,0,,,,,,,
(주)텔레칩스,00423177,1101111799513.0,2020,19991029,2611,,0,25011755686,20800881686,300,298,2,166036073381,73587764836,92448308545,4210874000,100721894672,-8475004160,-9413095084
(주)토르,01913057,1101111206584.0,2020,20031126,29171,,0,,,0,0,0,,,,,,,
(주)토마스엔지니어링,01303621,1501110031728.0,2020,19980501,28,,0,,,0,0,0,,,,,,,
(주)트리엔,01679931,1101111740368.0,2020,20030307,29272,,0,,,0,0,0,,,,,,,
(주)티에스,01154575,1101110118459.0,2020,20040401,30121,,0,,,0,0,0,,,,,,,
(주)티에스시,01560396,1101111577810.0,2020,20120614,29271,,0,,,0,0,0,,,,,,,
(주)티에스코퍼레이션,01755444,1101111896335.0,2020,20130313,29271,,0,,,0,0,0,,,,,,,
(주)티엠씨,01452219,1101111247356.0,2020,20070727,72129,,0,,,0,0,0,,,,,,,
(주)티오피,00348858,1101110613144.0,2020,20000502,27,,0,,,0,0,0,,,,,,,
(주)티제이엠,01789034,1101111658959.0,2020,20220525,71531,,0,,,0,0,0,,,,,,,
(주)티티에스,01005507,1101111222043.0,2020,20010420,291,,0,,,0,0,0,,,,,,,
(주)파크시스템,01657054,1101111397648.0,2020,20000516,29271,,0,,,0,0,0,,,,,,,
(주)풍산디에이케이,01497887,1311110300895.0,2020,20120102,28202,,0,,,0,0,0,,,,,,,
(주)풍산시스템,01014082,1301110059154.0,2020,20000401,30,,0,,,0,0,0,,,,,,,
(주)프로텍,00325112,1101110589311.0,2020,19970901,29271,,0,,,224,216,8,227452169198,20728756659,206723412539,252476099,86503551330,15395009805,11127633694
(주)플라스텍,01766246,1101112587751.0,2020,20020813,46800,,0,,,0,0,0,,,,,,,
(주)피앤엠,01384918,1101112347048.0,2020,20081112,29120,,0,,,0,0,0,,,,,,,
(주)피엔피,01012853,1101110363575.0,2020,20120727,29271,,0,,,0,0,0,,,,,,,
(주)피제이피테크,01369487,1358110106625.0,2020,20040727,261,,0,,,0,0,0,,,,,,,
(주)피토,00976101,1101112028656.0,2020,20031202,29271,,0,,,0,0,0,,,,,,,
(주)필옵틱스,00938721,1351110088083.0,2020,20080205,2927,,0,,,325,323,2,318079390471,224248846749,93830543722,32830682454,188890116710,1794118956,4296238604
(주)하이원텍,01287970,1314110250888.0,2020,20111021,34019,,0,,,0,0,0,,,,,,,
(주)한도금속,01383991,1355110200100.0,2020,20090422,25924,,0,,,0,0,0,,,,,,,
(주)한올테크,00382597,1101110993405.0,2020,19931230,58221,,0,,,0,0,0,,,,,,,
(주)한일하이테크,00909455,1101110695382.0,2020,19980924,2224,,0,,,0,0,0,,,,,,,
(주)현명,01151338,1101111731309.0,2020,20150821,68112,,0,,,0,0,0,,,,,,,
(주)화인세라텍,01656338,1348110571184.0,2020,20200721,26299,,0,,,0,0,0,,,,,,,
H테크,01478332,1647110046109.0,2020,20190816,22241,,0,,,0,0,0,,,,,,,
㈜나노신소재,00439965,1601110094162.0,2020,20000315,2049,,0,,,217,217,0,106629092242,14484410400,92144681842,12807720621,48524487750,1463818298,1649534192
㈜나인테크,01302987,1101112052382.0,2020,20170515,26223,,0,,,0,0,0,,,,,,,
㈜넥스틴,01080252,1344110044981.0,2020,20100623,29271,,0,,,46,0,0,54259282642,8371606856,45887675786,2524341798,49445117659,18099074344,14712171660
㈜디엔에프,00569691,1101111548671.0,2020,20010105,2049,,0,,,240,238,2,156381738628,41374325525,115007413103,7392419188,95098206163,11811312238,14419167612
㈜레이크머티리얼즈,00861854,1101116525723.0,2020,20100513,2049,,0,,,0,0,0,,,,,,,
㈜베이스,01008081,1101110358443.0,2020,20110801,71531,,0,,,0,0,0,,,,,,,
㈜선재하이테크,00342182,1801110323955.0,2020,20000522,2812,,0,,,0,0,0,,,,,,,
㈜쎄노텍,00915784,1101115733509.0,2020,19990514,23993,,0,,,0,0,0,,,,,,,
㈜씨엔티솔루션,01552555,1314110266299.0,2020,20111014,22299,,0,,,0,0,0,,,,,,,
㈜아이에스시,01318678,1101113978834.0,2020,20180313,64999,,0,,,0,0,0,,,,,,,
㈜아이윈,00365624,1101111715527.0,2020,19990206,303,,0,,,65,65,0,96091134414,50887638568,45203495846,1853966226,85167570270,3200300113,2032223949
㈜야스,00875307,1101111080954.0,2020,20020411,29272,,0,,,247,241,6,198221174081,37859833796,160361340285,5060328065,55055076921,2346114624,11677931127
㈜에버켐텍,01370252,1348110192021.0,2020,20100407,20499,,0,,,0,0,0,,,,,,,
㈜에이프로,01292486,1101110036396.0,2020,20100924,2629,,0,,,0,0,0,,,,,,,
㈜엠케이켐앤텍,00448811,1101111928021.0,2020,20000401,2049,,0,,,0,0,0,,,,,,,
㈜엠티아이,00298739,1101111240920.0,2020,19960208,2642,,0,,,0,0,0,,,,,,,
㈜오로스테크놀로지,01016479,1311110104403.0,2020,20031021,292,,0,,,86,86,0,,,,,,,
㈜오이솔루션,00571483,2001110180384.0,2020,20030807,26410,,0,,,395,395,0,195184393025,48203757094,146980635931,12537229360,103177709919,7332870050,12352046635
㈜와이엠텍,01288331,1201110492223.0,2020,20090401,29,,0,,,0,0,0,,,,,,,
㈜웨이비스,01270749,1348110407800.0,2020,20170502,261,,0,,,0,0,0,,,,,,,
㈜이코니,00806051,1101117081287.0,2020,20030318,25924,,0,,,0,0,0,,,,,,,
㈜자람테크놀로지,01365038,1101111864829.0,2020,20000127,261,,0,,,0,0,0,,,,,,,
㈜지아이텍,00663784,1101112222505.0,2020,20010201,2225,,0,,,0,0,0,,,,,,,
㈜코렌스알티엑스,01728866,1601110259089.0,2020,20191101,29221,,0,,,0,0,0,,,,,,,
㈜파크시스템스,00244747,1101111397648.0,2020,19970407,27219,,0,,,187,184,3,104415329013,51333369404,53081959609,14567454545,71223135801,14980848495,9955966928
㈜피엠티,00654175,1101110928147.0,2020,20040512,27212,,0,,,156,156,0,,,,,,,
가온솔루션 주식회사,01310135,1211110380302.0,2020,20100108,29272,,0,,,0,0,0,,,,,,,
글로벤스(주),01917044,1648110049656.0,2020,20090701,29271,,0,,,0,0,0,,,,,,,
기가비스주식회사,00765569,1345110078029.0,2020,20040218,292,,0,,,0,0,0,,,,,,,
나래나노텍,00362122,1345110017746.0,2020,19951211,292,,0,,,0,0,0,,,,,,,
네오마(주),01139530,1101112779431.0,2020,20030701,4659,,0,,,0,0,0,,,,,,,
네이션스,01070033,1101112463894.0,2020,20140401,2629,,0,,,0,0,0,,,,,,,
네패스 야하드,00880354,,2020,20100401,28202,,0,,,0,0,0,,,,,,,
넥스원,00428880,1101111516933.0,2020,20021031,46800,,0,,,0,0,0,,,,,,,
넥스트젠,01551671,1101112309791.0,2020,20180821,70113,,0,,,0,0,0,,,,,,,
넥스플렉스㈜,01385111,1101116827658.0,2020,20180730,26221,,0,,,0,0,0,,,,,,,
